Mitchell Englander,12,2004011900,16,236000,2015,109383,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,0,L A CITY,NULL,NULL,NULL,NULL,19720000,3,0,NULL,0,LAOS,8800,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,TRACT NO 26777   LOT  118,NULL,NULL,NULL,NULL,NULL,1975,1975,85400,0,2,1,21,G,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
Mitchell Englander,12,2004018900,16,236000,2015,102,2015,0,22345,NULL,NULL,MALDEN ST,NULL,LOS ANGELES CA,913040000,111,NULL,E,1ST ST,STE  201,LOS ANGELES CA,900120000,L A CITY,NULL,NULL,NULL,NULL,19991216,3,0,NULL,0,LARE11,010V,0,Z,3,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,TR=20269 LOT 22,NULL,NULL,NULL,NULL,NULL,1975,1975,10300,28100,2,1,21,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,2313385
Mitchell Englander,12,2004018901,16,236000,2015,104,2015,0,22330,NULL,NULL,NAPA ST,NULL,LOS ANGELES CA,913040000,111,NULL,E,1ST ST,201,LOS ANGELES CA,900120000,L A CITY,NULL,NULL,NULL,NULL,20000114,3,0,NULL,0,LARE11,100,0,Z,3,NULL,NULL,0,0,0,0,0,0,0,1,0,19730313,NULL,0,0,NULL,0,0,101,120,D75B,1963,1,4,3,2373,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,TR=25303 LOT 27,NULL,NULL,NULL,NULL,NULL,1975,1975,104,104,2,1,21,9,0,0,1978,2467,58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,64067
Mitchell Englander,12,2004018902,16,236000,2015,102,2015,0,22322,NULL,NULL,NAPA ST,NULL,LOS ANGELES CA,913040000,111,NULL,E,1ST ST,STE201,LOS ANGELES CA,900120000,L A CITY,NULL,NULL,NULL,NULL,20001114,3,0,NULL,0,LARE11,010V,0,Z,3,NULL,NULL,0,0,0,0,0,0,0,1,0,19811204,NULL,0,19680515,NULL,0,19650701,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,TR=25303 LOT 28,NULL,NULL,NULL,NULL,NULL,1982,1982,62100,93100,2,1,21,T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,14650
Mitchell Englander,12,2004025900,2318,236000,2015,9197667,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,PO BOX 51111,NULL,LOS ANGELES CA,900510000,L A CITY,NULL,C/O,REAL ESTATE BUS GROUP-JUNE,NULL,19670245,3,0,NULL,0,LAOS,8800,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,B F PORTER TRACT LOT COM AT NW COR OF,LOT 25 TH E ON N LINE OF SD LOT 4620 FT,"TH S 35›41'30"" W 2220.31 FT TH N 89›55'",W 500 FT TH S 0›05' W 1550 FT TH N 89›,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,LOT   25,1975,1975,7620000,0,22,3,60,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
Mitchell Englander,12,2005001900,2318,236920,2015,19155775,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,PO BOX 51111,NULL,LOS ANGELES CA,900510000,L A CITY DEPT OF WATER AND POWER,NULL,C/O,REAL ESTATE BUS GROUP-JUNE,NULL,19760000,3,0,NULL,0,LAOS,8800,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,*TR=NORTHERN POR OF THE EX MISSION DE,SAN FERNANDO*LOT COM AT NE COR OF SEC 26,"T 2N R 17W TH S 0›02'33"" E 2912.37 FT",TH N 82› W 435.16 FT TH S 480 FT TH S,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SEC   27 T   2N R 17W,1975,1975,15870000,0,22,3,60,A,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
Mitchell Englander,12,2005002901,16,236000,2015,0,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,200,NULL,N,MAIN ST,NULL,LOS ANGELES CA,900120000,L A CITY,NULL,NULL,NULL,NULL,19970612,3,0,NULL,0,LAA1,3200,0,Z,3,NULL,NULL,0,0,0,0,0,0,0,1,9,19951122,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,P M 276-1-4 EX OF ST LOT D,NULL,NULL,NULL,NULL,NULL,1975,0,0,0,29,8,80,NULL,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,1,1307924
Mitchell Englander,12,2006002900,2318,236920,2015,434223,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,PO BOX 51111,NULL,LOS ANGELES CA,900510000,L A CITY DEPT OF WATER AND POWER,NULL,C/O,REAL ESTATE BUS GROUP-JUNE,NULL,19670245,3,0,NULL,0,LAOS,880V,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,NORTHERN POR OF THE EX MISSION DE SAN,FERNANDO LOT EX OF STS COM AT INTER-,SECTION OF S LINE OF SEC 22 T 2N R 17W,WITH NW LINE OF VALLEY CIRCLE BLVD PER,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SEC   23 T   2N R 17W,1975,1975,339000,0,2,9,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
Mitchell Englander,12,2007001900,2318,236920,2015,617394,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,PO BOX 51111,NULL,LOS ANGELES CA,900510000,L A CITY DEPT OF WATER AND POWER,NULL,C/O,REAL ESATE BUS GROUP-JUNE,NULL,19670245,3,0,NULL,0,LAOS,880V,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,NORTHERN POR OF THE EX MISSION DE SAN,FERNANDO 136.08 MORE OR LESS ACS BEING,EX OF ST COM AT NE COR OF LOT 4 IN SEC,"23 T 2N R 17W TH S 38›08'15"" W 1865.37",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SEC   23 T   2N R 17W,1975,1975,482000,0,2,9,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
Mitchell Englander,12,2007002900,2318,236920,2015,161389,2015,0,0,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,PO BOX 51111,NULL,LOS ANGELES CA,900510000,L A CITY DEPT OF WATER AND POWER,NULL,C/O,REAL ESTATE BUS GROUP-JUNE,NULL,19670245,3,0,NULL,0,LAOS,880V,0,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,NULL,0,0,NULL,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,0,NULL,NULL,0,0,0,0,0,BUREAU OF WATER WORKS AND SUPPLY WATER,SYSTEM 35.68 MORE OR LESS ACS BEING,EX OF ST LOT 4 IN,SEC   23 T   2N R 17W,NULL,NULL,1975,1975,126000,0,2,9,0,G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0
